id,title,book_id,author,tier,tier_code,reads,log_reads,nchars,bytes,file,fully_matched,ambiguous,resolve_note,ledger_idx
461,小白花资助生偷我女儿身份嫁豪门，我让她社死婚礼现场,,,C,3,1026,6.9334,14479,38101,小白花资助生偷我女儿身份嫁豪门，我让她社死婚礼现场.txt,True,False,,
419,我爸带战友遗孀进门后，我妈手撕娇妻人设,,,A,5,72283,11.1883,11842,31210,我爸带战友遗孀进门后，我妈手撕娇妻人设.txt,True,False,,
198,老婆让实习生当众掌掴我妈，视频还被发家族群,,,B,4,8092,8.9986,14636,36976,老婆让实习生当众掌掴我妈，视频还被发家族群.txt,True,False,,
169,军校名额被顶替后，我说出了妈妈的警号,,,C,3,1023,6.9305,14040,36472,军校名额被顶替后，我说出了妈妈的警号.txt,True,False,,
056,穿拖鞋去相亲，京城第一美人不让我走,,,C,3,1034,6.9412,35310,100138,穿拖鞋去相亲，京城第一美人不让我走.txt,True,False,,
093,峒寨莺声，穿林渡翠微,,,B,4,5719,8.6515,23414,68070,峒寨莺声，穿林渡翠微.txt,True,False,,
124,刚怀孕老公贷款500万给婆婆买大平层，我也给我妈买！,,,小扑,2,961,6.868,12293,32897,刚怀孕老公贷款500万给婆婆买大平层，我也给我妈买！.txt,True,False,,
337,失眠的夜没有尽头,,,A,5,11613,9.3599,11862,32060,失眠的夜没有尽头.txt,True,False,,
416,未婚妻拿我当赌注，我加入赌局她却哭了,,,小扑,2,988,6.8957,12996,36162,未婚妻拿我当赌注，我加入赌局她却哭了.txt,True,False,,
139,攻略结束后，他们悔疯了,,,C,3,1035,6.9422,11704,33478,攻略结束后，他们悔疯了.txt,True,False,,
377,他的心跳在左，我却永远在右,,,C,3,1040,6.947,10537,30477,他的心跳在左，我却永远在右 .txt,True,False,,
467,新婚次日被扇耳光，我反手一锅热汤扣头,,,B,4,5029,8.523,34294,100000,新婚次日被扇耳光，我反手一锅热汤扣头.txt,True,False,,
146,归去来兮无旧人,,,C,3,1032,6.9393,13140,38014,归去来兮无旧人.txt,True,False,,
413,未婚夫拿我做赌注，我加入赌局他却哭了,,,B,4,7668,8.9448,13050,36332,未婚夫拿我做赌注，我加入赌局他却哭了.txt,True,False,,
073,弹幕让我斗表姐，我把她捧成活靶子,,,A,5,20535,9.9299,37153,99087,弹幕让我斗表姐，我把她捧成活靶子.txt,True,False,,
045,趁我出差，丈夫卖别墅带全家移民，我杀疯了,,,小扑,2,958,6.8648,13327,35943,趁我出差，丈夫卖别墅带全家移民，我杀疯了.txt,True,False,,
132,各给52万留学，8年后继子博士归来亲儿拎破箱，我傻了,,,A,5,18498,9.8254,33906,89876,各给52万留学，8年后继子博士归来亲儿拎破箱，我傻了.txt,True,False,,
119,浮生自有清风渡,,,C,3,1035,6.9422,27254,80648,浮生自有清风渡.txt,True,False,,
275,骗我净身出户？我搬空全家，顾总出差回来疯了,,,C,3,1043,6.9499,28462,82724,骗我净身出户？我搬空全家，顾总出差回来疯了.txt,True,False,,
358,暑假投奔小姨被晾到凌晨，我转身捧红隔壁档口,,,小扑,2,981,6.8886,14604,39222,暑假投奔小姨被晾到凌晨，我转身捧红隔壁档口.txt,True,False,,
270,女学生造谣我丈夫骚扰，教室录音让她当场社死,,,C,3,1014,6.9217,14888,39082,女学生造谣我丈夫骚扰，教室录音让她当场社死.txt,True,False,,
402,万缕春雪误平生,,,小扑,2,965,6.8721,11878,34387,万缕春雪误平生 .txt,True,False,,
345,拾金不昧后，污蔑我偷钱的贫困生悔疯了,,,C,3,1018,6.9256,17174,46066,拾金不昧后，污蔑我偷钱的贫困生悔疯了.txt,True,False,,
307,全校第一带头罢考以后,,,C,3,1102,7.0049,32138,92208,全校第一带头罢考以后.txt,True,False,,
379,他们有四把钥匙，刚好锁住一个没有我的家,,,B,4,6019,8.7027,17879,49769,他们有四把钥匙，刚好锁住一个没有我的家.txt,True,False,,
177,考上清大后我偷了爸妈五千块钱交学费，他们报警后悔疯了,,,S,6,102095,11.5337,11665,33443,考上清大后我偷了爸妈五千块钱交学费，他们报警后悔疯了.txt,True,False,,
325,商务座被占后，我直接花2000升头等舱,,,C,3,1034,6.9412,35463,103456,商务座被占后，我直接花2000升头等舱.txt,True,False,,
143,关门那一刻，哥哥女友换了张脸,,,C,3,1341,7.2012,15621,39841,关门那一刻，哥哥女友换了张脸.txt,True,False,,
188,老公拿一具死胎换走我女儿,,,A,5,10501,9.2592,10481,30624,老公拿一具死胎换走我女儿.txt,True,False,,
